,name,id,image,current_team_logo,current_team_color,birth_country_name,passport_country_names,current_team_name,market_value,total_matches,minutes_on_field,last_club_name,positions,age,contract_expires,goals,xg_shot,assists,xg_assist,duels_avg,duels_won,foot,height,weight,on_loan,successful_defensive_actions_avg,defensive_duels_avg,defensive_duels_won,aerial_duels_avg,aerial_duels_won,tackle_avg,possession_adjusted_tackle,shot_block_avg,interceptions_avg,possession_adjusted_interceptions,fouls_avg,yellow_cards,yellow_cards_avg,red_cards,red_cards_avg,successful_attacking_actions_avg,goals_avg,non_penalty_goal,non_penalty_goal_avg,xg_shot_avg,head_goals,head_goals_avg,shots,shots_avg,shots_on_target_percent,goal_conversion_percent,assists_avg,crosses_avg,accurate_crosses_percent,cross_from_left_avg,successful_cross_from_left_percent,cross_from_right_avg,successful_cross_from_right_percent,cross_to_goalie_box_avg,dribbles_avg,successful_dribbles_percent,offensive_duels_avg,offensive_duels_won,touch_in_box_avg,progressive_run_avg,accelerations_avg,received_pass_avg,received_long_pass_avg,foul_suffered_avg,passes_avg,accurate_passes_percent,forward_passes_avg,successful_forward_passes_percent,back_passes_avg,successful_back_passes_percent,vertical_passes_avg,successful_vertical_passes_percent,short_medium_pass_avg,accurate_short_medium_pass_percent,long_passes_avg,successful_long_passes_percent,average_pass_length,average_long_pass_length,xg_assist_avg,shot_assists_avg,pre_assist_avg,pre_pre_assist_avg,smart_passes_avg,accurate_smart_passes_percent,key_passes_avg,passes_to_final_third_avg,accurate_passes_to_final_third_percent,pass_to_penalty_area_avg,accurate_pass_to_penalty_area_percent,through_passes_avg,successful_through_passes_percent,deep_completed_pass_avg,deep_completed_cross_avg,progressive_pass_avg,successful_progressive_pass_percent,conceded_goals,conceded_goals_avg,shots_against,shots_against_avg,clean_sheets,save_percent,xg_save,xg_save_avg,prevented_goals,prevented_goals_avg,back_pass_to_gk_avg,goalkeeper_exits_avg,gk_aerial_duels_avg,free_kicks_taken_avg,direct_free_kicks_taken_avg,direct_free_kicks_on_target_percent,corners_taken_avg,penalties_taken,penalties_conversion_percent
95,H. Twite,-431614,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g20251_120x120.png,000000,Bermuda,['Bermuda'],King's Lynn Town,0,1,67,King's Lynn Town,['LCB3'],18.0,,0,0.0,0,0.0,25.52,73.68,,0,0,False,17.46,9.4,85.71,9.4,71.43,0.0,0.0,0.0,9.4,12.35,0.0,0,0.0,0,0.0,1.34,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,100.0,2.69,50.0,0.0,0.0,0.0,22.84,0.0,0.0,49.7,72.97,29.55,63.64,1.34,100.0,14.78,90.91,41.64,80.65,8.06,33.33,19.32,35.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,50.0,1.34,0.0,1.34,0.0,0.0,0.0,6.72,20.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
96,L. Mbeka,-227253,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g23906_120x120.png,000000,England,['England'],Spennymoor Town,0,41,3854,Spennymoor Town,"['RCB', 'RCB3']",27.0,2024-06-30,2,1.47,1,0.22,21.72,68.82,,0,0,False,11.68,7.85,77.68,7.4,71.92,0.44,0.6,0.49,5.14,6.91,0.54,3,0.07,0,0.0,0.86,0.05,2,0.05,0.03,1,0.02,10,0.23,50.0,20.0,0.02,0.47,20.0,0.05,50.0,0.42,16.67,0.02,0.96,65.85,3.27,51.43,0.47,1.24,0.16,20.06,0.35,1.0,37.41,76.53,17.63,64.11,3.34,95.1,11.93,88.65,29.05,85.77,7.96,45.45,22.58,38.57,0.01,0.14,0.0,0.05,0.09,25.0,0.09,5.84,50.0,1.21,17.31,0.86,18.92,0.19,0.09,9.46,62.47,0,,0,,0,0.0,0.0,0.0,,,1.4,,,0.0,0.0,0.0,0.0,0,0.0
97,J. Curtis,34489,https://cdn5.wyscout.com/photos/players/public/64790_100x130.png,https://cdn5.wyscout.com/photos/team/public/g23906_120x120.png,000000,England,['England'],Spennymoor Town,0,8,579,Spennymoor Town,"['RCB', 'RCB3', 'CB']",42.0,2024-06-30,0,0.25,0,0.2,13.99,58.89,right,196,0,False,8.86,5.6,61.11,4.97,62.5,0.62,0.86,0.31,4.82,6.69,0.78,1,0.16,0,0.0,0.16,0.0,0,0.0,0.04,0,0.0,2,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,100.0,0.78,40.0,0.47,0.0,0.0,26.27,0.78,0.47,43.06,85.92,20.21,76.15,1.55,90.0,18.34,95.76,37.93,90.98,5.13,48.48,25.16,34.43,0.03,0.16,0.0,0.0,0.0,0.0,0.0,4.35,60.71,0.31,0.0,0.62,50.0,0.16,0.0,8.7,73.21,0,,0,,0,0.0,0.0,0.0,,,1.24,,,0.0,0.0,0.0,0.0,0,0.0
98,G. Liddle,50925,https://cdn5.wyscout.com/photos/players/public/33300_100x130.png,https://cdn5.wyscout.com/photos/team/public/g23906_120x120.png,000000,England,['England'],Spennymoor Town,0,29,2875,Spennymoor Town,['RCB'],37.0,2024-06-30,0,0.05,1,0.01,14.18,62.25,right,185,79,False,9.33,4.98,75.47,6.29,56.72,0.38,0.62,0.97,5.2,8.51,0.31,3,0.09,0,0.0,0.13,0.0,0,0.0,0.0,0,0.0,1,0.03,0.0,0.0,0.03,0.13,75.0,0.03,0.0,0.09,100.0,0.0,0.09,0.0,0.85,51.85,0.22,1.31,0.16,32.53,0.44,0.56,50.78,89.77,20.38,80.8,2.94,96.81,22.48,97.35,44.48,93.95,6.2,60.1,22.25,42.91,0.0,0.03,0.0,0.0,0.06,50.0,0.0,4.76,67.11,0.47,33.33,0.16,20.0,0.06,0.09,8.3,69.81,0,,0,,0,0.0,0.0,0.0,,,1.97,,,0.0,0.0,0.0,0.0,0,0.0
99,M. Ledger,452160,https://cdn5.wyscout.com/photos/players/public/g452160_100x130.png,https://cdn5.wyscout.com/photos/team/public/g23906_120x120.png,000000,England,['England'],Spennymoor Town,0,29,2284,Spennymoor Town,"['RB', 'LCB3']",26.0,2024-06-30,0,0.28,1,0.05,15.76,59.0,right,186,77,False,9.97,7.64,63.4,4.45,55.75,0.32,0.43,0.47,4.81,6.54,0.51,5,0.2,0,0.0,0.35,0.0,0,0.0,0.01,0,0.0,2,0.08,50.0,0.0,0.04,0.43,27.27,0.04,0.0,0.39,30.0,0.04,0.32,62.5,1.06,51.85,0.08,0.67,0.16,18.01,0.32,0.28,32.23,77.38,15.6,65.91,3.74,94.74,8.24,88.52,25.77,83.94,6.07,53.25,20.55,33.2,0.0,0.04,0.0,0.0,0.0,0.0,0.04,5.67,53.47,1.06,44.44,0.79,45.0,0.35,0.16,8.71,67.87,0,,0,,0,0.0,0.0,0.0,,,1.02,,,0.0,0.0,0.0,0.0,0,0.0
100,B. Pollock,465451,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g23906_120x120.png,000000,England,['England'],Spennymoor Town,0,39,3652,Spennymoor Town,"['LCB', 'CB']",26.0,2024-06-30,3,3.42,3,1.5,19.1,68.9,right,183,88,False,10.67,5.96,78.1,9.0,72.33,0.76,1.05,0.71,5.25,7.24,0.64,4,0.1,1,0.02,0.39,0.07,3,0.07,0.08,1,0.02,17,0.42,35.29,17.647,0.07,0.07,66.67,0.07,66.67,0.0,0.0,0.02,0.32,53.85,1.38,41.07,0.64,0.81,0.35,19.62,0.12,0.52,36.23,82.31,17.77,70.87,1.87,96.05,13.68,95.14,29.94,88.56,6.21,52.38,22.46,38.12,0.04,0.1,0.0,0.0,0.02,100.0,0.07,4.63,53.19,0.44,33.33,0.3,25.0,0.17,0.02,7.59,66.23,0,,0,,0,0.0,0.0,0.0,,,1.4,,,0.02,0.0,0.0,0.0,0,0.0
101,R. Staunton,521380,https://cdn5.wyscout.com/photos/players/public/g521380_100x130.png,https://cdn5.wyscout.com/photos/team/public/g23906_120x120.png,000000,England,"['England', 'Republic of Ireland']",Spennymoor Town,0,42,3831,Spennymoor Town,"['LB', 'LCB3']",22.0,2024-06-30,2,1.51,3,4.96,24.53,58.05,left,183,0,False,10.97,8.32,64.69,6.11,69.23,0.23,0.32,0.33,5.36,7.21,0.82,5,0.12,0,0.0,3.45,0.05,2,0.05,0.04,0,0.0,15,0.35,40.0,13.333,0.07,3.43,34.93,3.36,34.27,0.05,50.0,0.7,3.64,57.42,6.6,46.98,0.49,2.23,0.52,28.9,1.17,0.92,46.07,66.7,23.02,54.59,5.22,93.69,13.18,77.01,31.06,79.58,11.77,41.52,25.83,42.22,0.12,0.78,0.07,0.07,0.12,20.0,0.47,10.67,47.36,3.99,40.59,1.1,25.53,0.49,1.29,13.56,64.64,0,,0,,0,0.0,0.0,0.0,,,1.15,,,0.28,0.07,66.67,0.49,0,0.0
102,S. Wilson,506457,https://cdn5.wyscout.com/photos/players/public/g506457_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4904_120x120.png,000000,England,['England'],Chorley,0,30,2201,Chorley,"['LCB', 'LB']",24.0,2024-06-30,1,0.9,2,0.51,18.32,61.16,,186,0,False,9.12,4.95,73.55,6.38,67.95,0.37,0.51,0.29,5.11,7.13,0.9,3,0.12,0,0.0,0.37,0.04,1,0.04,0.04,0,0.0,9,0.37,55.56,11.111,0.08,0.2,20.0,0.2,20.0,0.0,0.0,0.04,0.29,42.86,2.41,37.29,0.78,0.2,0.08,10.51,0.16,0.82,27.44,74.22,14.15,60.69,2.13,96.15,9.2,89.33,22.69,81.98,4.54,37.84,20.82,33.1,0.02,0.16,0.0,0.0,0.0,0.0,0.08,3.64,46.07,0.65,12.5,0.16,0.0,0.25,0.04,6.83,50.3,0,,0,,0,0.0,0.0,0.0,,,0.82,,,0.0,0.0,0.0,0.0,0,0.0
103,N. Knight-Percival,36102,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/2751_120x120.png,000000,England,['England'],Tamworth,0,5,494,Tamworth,['LCB'],37.0,2024-06-30,2,1.63,0,0.02,15.3,58.33,left,183,73,True,7.47,4.92,85.19,4.92,44.44,0.18,0.29,0.0,3.1,5.0,0.55,0,0.0,0,0.0,0.73,0.36,2,0.36,0.3,0,0.0,5,0.91,40.0,40.0,0.0,0.18,0.0,0.0,0.0,0.18,0.0,0.18,0.36,100.0,1.64,33.33,2.19,0.55,0.0,6.74,0.18,0.36,17.67,71.13,9.47,53.85,1.64,100.0,4.92,88.89,12.75,81.43,4.74,46.15,23.53,41.2,0.0,0.36,0.0,0.0,0.0,0.0,0.0,2.91,43.75,0.73,0.0,0.36,0.0,0.18,0.18,5.65,51.61,0,,0,,0,0.0,0.0,0.0,,,0.73,,,0.0,0.0,0.0,0.0,0,0.0
104,I. Assenso,412735,https://cdn5.wyscout.com/photos/players/public/g412735_100x130.png,https://cdn5.wyscout.com/photos/team/public/g25837_120x120.png,000000,England,['England'],Farsley Celtic FC,0,15,1127,Farsley Celtic FC,"['RCB3', 'LCB3']",26.0,2025-06-30,1,0.85,0,0.0,21.8,61.54,right,191,70,False,10.7,7.11,64.04,4.79,61.67,0.16,0.22,0.64,5.99,8.18,1.6,4,0.32,1,0.08,0.88,0.08,1,0.08,0.07,0,0.0,2,0.16,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,71.43,5.19,55.38,0.24,1.04,0.0,7.03,0.24,1.52,21.64,66.42,12.86,56.52,2.08,92.31,4.63,81.03,17.17,73.49,4.47,39.29,20.16,28.44,0.0,0.0,0.08,0.0,0.0,0.0,0.0,4.71,47.46,0.16,50.0,0.08,0.0,0.0,0.0,6.31,56.96,0,,0,,0,0.0,0.0,0.0,,,1.6,,,0.0,0.0,0.0,0.0,0,0.0
105,K. Howkins,427315,https://cdn5.wyscout.com/photos/players/public/g427315_100x130.png,https://cdn5.wyscout.com/photos/team/public/g35055_120x120.png,000000,England,['England'],Hereford FC,0,28,2594,Hereford FC,"['RCB', 'RCB3']",28.0,2025-06-30,1,2.85,0,0.09,18.53,59.93,right,195,90,False,7.77,5.0,66.67,6.0,65.9,0.24,0.34,0.66,4.2,5.95,0.9,4,0.14,1,0.03,0.56,0.03,1,0.03,0.1,0,0.0,13,0.45,30.77,7.692,0.0,0.24,28.57,0.03,100.0,0.21,16.67,0.0,0.52,66.67,2.57,39.19,0.87,0.49,0.07,18.39,0.31,0.83,33.93,81.19,15.58,72.61,2.39,89.86,12.39,89.08,27.86,87.42,5.83,53.57,20.66,37.99,0.0,0.1,0.03,0.0,0.0,0.0,0.03,5.1,59.18,0.76,40.91,0.31,33.33,0.28,0.07,7.7,64.86,0,,0,,0,0.0,0.0,0.0,,,1.56,,,0.0,0.0,0.0,0.0,0,0.0
106,S. Walker,323730,https://cdn5.wyscout.com/photos/players/public/g323730_100x130.png,https://cdn5.wyscout.com/photos/team/public/g20251_120x120.png,000000,England,['England'],King's Lynn Town,0,14,893,King's Lynn Town,"['DMF', 'LCB3']",37.0,2025-06-30,1,0.15,1,1.12,19.65,60.51,left,176,74,False,13.81,7.46,71.62,6.35,57.14,0.5,0.63,0.91,7.96,9.92,0.4,4,0.4,0,0.0,0.3,0.1,1,0.1,0.01,0,0.0,2,0.2,50.0,50.0,0.1,0.2,50.0,0.2,50.0,0.0,0.0,0.0,0.3,33.33,1.61,56.25,0.0,0.3,0.0,10.38,0.1,1.21,29.53,68.26,15.32,48.68,3.33,93.94,6.75,86.57,21.57,80.84,7.76,33.77,18.92,30.61,0.11,0.6,0.0,0.0,0.0,0.0,0.1,6.85,47.06,0.81,25.0,0.6,16.67,0.1,0.1,6.25,59.68,0,,0,,0,0.0,0.0,0.0,,,0.71,,,3.73,0.2,50.0,1.11,0,0.0
107,K. Roberts,50447,https://cdn5.wyscout.com/photos/players/public/21722_100x130.png,https://cdn5.wyscout.com/photos/team/public/g16344_120x120.png,000000,England,['England'],Chester,0,34,3301,Chester,"['DMF', 'CB', 'LCB']",34.0,2025-06-30,0,2.31,0,0.32,15.46,53.44,right,173,89,False,8.94,6.19,63.88,4.55,47.9,0.68,0.99,0.38,4.31,6.25,0.87,8,0.22,0,0.0,0.6,0.0,0,0.0,0.06,0,0.0,17,0.46,23.53,0.0,0.0,0.57,33.33,0.14,20.0,0.44,37.5,0.05,0.27,90.0,1.55,45.61,0.41,0.41,0.03,16.79,0.19,0.55,32.74,78.1,13.93,64.77,2.73,89.0,12.08,90.29,26.5,85.8,5.67,46.63,20.68,35.69,0.01,0.19,0.03,0.0,0.05,100.0,0.05,5.75,58.29,1.09,30.0,0.35,23.08,0.25,0.25,6.79,62.25,0,,0,,0,0.0,0.0,0.0,,,0.82,,,0.0,0.0,0.0,0.05,0,0.0
108,E. Gumbs,358347,https://cdn5.wyscout.com/photos/players/public/g358347_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4918_120x120.png,000000,England,['England'],Warrington Town,0,21,1505,Warrington Town,"['LB', 'RB', 'RCB']",26.0,2024-06-30,0,0.62,0,0.52,18.0,57.48,right,177,76,False,9.93,6.82,66.67,4.25,57.75,0.78,1.13,0.42,4.6,6.7,0.36,3,0.18,0,0.0,1.2,0.0,0,0.0,0.04,0,0.0,6,0.36,33.33,0.0,0.0,0.24,25.0,0.12,0.0,0.12,50.0,0.0,1.5,64.0,3.11,46.15,0.54,1.14,0.12,17.16,1.14,0.36,30.2,75.05,17.52,67.58,1.61,85.19,8.01,88.06,24.94,81.29,5.02,46.43,18.36,32.94,0.03,0.36,0.0,0.0,0.06,100.0,0.06,5.08,64.71,1.14,36.84,0.66,27.27,0.24,0.06,9.39,65.61,0,,0,,0,0.0,0.0,0.0,,,0.42,,,0.0,0.0,0.0,0.0,0,0.0
109,P. Downing,81654,https://cdn5.wyscout.com/photos/players/public/40646_100x130.png,https://cdn5.wyscout.com/photos/team/public/g35055_120x120.png,000000,England,['England'],Hereford FC,0,27,2594,Hereford FC,"['LCB', 'CB']",32.0,2024-06-30,1,1.01,0,0.0,16.69,66.11,right,185,79,False,9.26,5.17,77.18,7.63,63.18,0.24,0.35,0.52,5.03,7.3,0.21,5,0.17,0,0.0,0.45,0.03,1,0.03,0.04,0,0.0,12,0.42,41.67,8.333,0.0,0.14,25.0,0.1,0.0,0.03,100.0,0.03,0.35,60.0,1.04,53.33,0.56,1.14,0.03,21.48,0.1,0.49,42.12,81.22,21.16,71.97,2.85,93.9,14.61,92.16,32.68,87.26,9.3,60.82,23.64,41.36,0.0,0.0,0.03,0.03,0.07,50.0,0.0,7.77,66.07,0.94,37.04,0.59,47.06,0.28,0.03,10.76,70.32,0,,0,,0,0.0,0.0,0.0,,,2.05,,,0.0,0.0,0.0,0.0,0,0.0
110,M. Bostwick,36050,https://cdn5.wyscout.com/photos/players/public/61976_100x130.png,https://cdn5.wyscout.com/photos/team/public/g737_120x120.png,000000,England,['England'],Boston United,0,45,4436,Boston United,"['RCB', 'LCB', 'CB']",35.0,2025-06-30,0,2.55,0,0.47,16.7,64.16,right,193,89,False,9.78,5.17,71.76,6.07,60.54,1.18,1.8,0.53,4.89,7.49,0.65,10,0.2,0,0.0,0.2,0.0,0,0.0,0.05,0,0.0,23,0.47,17.39,0.0,0.0,0.2,10.0,0.02,100.0,0.18,0.0,0.02,0.22,45.45,0.91,46.67,0.41,0.53,0.02,18.97,0.24,0.57,40.25,76.16,21.02,62.93,2.17,91.59,14.93,92.53,30.33,85.82,9.78,47.3,25.61,41.33,0.01,0.04,0.0,0.0,0.0,0.0,0.04,7.99,53.55,0.83,24.39,0.47,39.13,0.16,0.02,10.81,65.85,0,,0,,0,0.0,0.0,0.0,,,1.48,,,0.06,0.06,33.33,0.0,0,0.0
111,J. Cullinane-Liburd,495730,https://cdn5.wyscout.com/photos/players/public/g495730_100x130.png,https://cdn5.wyscout.com/photos/team/public/2751_120x120.png,000000,England,['England'],Tamworth,0,39,3658,Tamworth,"['RCB', 'RB']",28.0,2026-06-30,5,4.39,1,3.52,19.31,60.13,right,190,0,False,7.11,3.69,74.0,10.06,63.33,0.27,0.4,0.49,4.11,6.01,0.84,8,0.2,2,0.05,0.76,0.12,5,0.12,0.11,4,0.1,30,0.74,36.67,16.667,0.02,1.08,27.27,0.25,20.0,0.81,30.3,0.15,0.32,61.54,1.57,42.19,1.18,0.25,0.0,7.5,0.39,0.57,20.96,66.43,12.2,57.86,1.65,89.55,5.39,78.54,14.17,77.78,5.71,45.69,24.74,39.1,0.09,0.62,0.05,0.02,0.0,0.0,0.15,4.38,51.12,1.3,28.3,0.12,40.0,0.32,0.42,6.27,61.18,0,,0,,0,0.0,0.0,0.0,,,0.64,,,0.0,0.0,0.0,0.0,0,0.0
112,K. Roberts,450794,https://cdn5.wyscout.com/photos/players/public/g450794_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,7,563,Rushall Olympic,['RCB3'],26.0,2024-06-30,0,0.29,1,0.55,16.15,49.5,right,185,73,False,8.95,3.84,62.5,7.67,50.0,0.16,0.31,0.48,6.39,12.24,0.48,2,0.32,0,0.0,0.48,0.0,0,0.0,0.05,0,0.0,4,0.64,25.0,0.0,0.16,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.48,66.67,1.6,30.0,1.6,2.08,0.32,25.9,0.8,0.48,43.0,75.84,20.94,67.94,3.36,95.24,13.11,82.93,35.33,84.16,7.51,38.3,21.33,38.49,0.09,0.48,0.16,0.0,0.0,0.0,0.16,8.31,65.38,0.64,25.0,0.32,0.0,0.48,0.0,10.87,61.76,0,,0,,0,0.0,0.0,0.0,,,0.8,,,0.0,0.0,0.0,0.0,0,0.0
113,H. Mbayo,451100,https://cdn5.wyscout.com/photos/players/public/g451100_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4813_120x120.png,000000,Congo DR,['Congo DR'],Gloucester City,0,10,845,Gloucester City,"['RCB', 'RCB3']",26.0,2024-06-30,0,0.29,0,0.0,16.4,65.58,,0,0,False,10.65,6.28,79.66,5.22,65.31,0.32,0.51,0.43,5.33,8.43,0.43,1,0.11,0,0.0,0.32,0.0,0,0.0,0.03,0,0.0,1,0.11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,100.0,1.49,50.0,0.11,0.11,0.0,9.69,0.21,0.85,24.07,66.37,14.17,50.38,1.17,90.91,6.39,88.33,17.36,77.3,6.71,38.1,21.37,34.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,33.33,0.43,0.0,0.21,0.0,0.11,0.0,6.28,52.54,0,,0,,0,0.0,0.0,0.0,,,0.85,,,0.0,0.0,0.0,0.0,0,0.0
114,G. Dean,103690,https://cdn5.wyscout.com/photos/players/public/g103690_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4922_120x120.png,FF0000,England,['England'],Brackley Town,0,42,3967,Brackley Town,"['CB', 'RCB']",34.0,,1,1.62,4,0.22,22.46,62.73,,185,0,False,9.1,4.97,74.89,11.09,61.55,0.29,0.43,0.7,5.08,7.45,0.93,11,0.25,0,0.0,0.16,0.02,1,0.02,0.04,0,0.0,12,0.27,41.67,8.333,0.09,0.07,0.0,0.02,0.0,0.05,0.0,0.02,0.2,22.22,1.36,36.67,1.02,0.07,0.0,8.46,0.18,0.7,23.55,74.86,11.91,61.9,1.66,90.41,8.01,90.37,19.13,81.85,4.36,45.31,22.24,36.64,0.0,0.05,0.02,0.0,0.0,0.0,0.0,3.18,45.0,0.25,18.18,0.07,0.0,0.18,0.02,5.2,52.84,0,,0,,0,0.0,0.0,0.0,,,1.13,,,0.0,0.0,0.0,0.0,0,0.0
115,D. Matthews,-359003,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g9100_120x120.png,000000,England,['England'],Curzon Ashton,0,44,4279,Curzon Ashton,"['LCB3', 'LCB']",24.0,,2,2.06,1,0.16,20.4,60.82,right,0,0,False,10.24,6.81,70.68,6.77,60.56,0.5,0.7,0.48,4.92,6.86,0.95,11,0.23,1,0.02,0.9,0.04,2,0.04,0.04,2,0.04,14,0.29,21.43,14.286,0.02,0.19,22.22,0.15,28.57,0.04,0.0,0.06,0.99,76.6,3.43,49.69,0.63,1.16,0.17,28.9,0.67,0.99,44.19,81.82,20.65,72.2,1.96,92.47,17.5,92.31,35.31,88.68,8.69,55.21,23.99,42.8,0.0,0.06,0.02,0.02,0.08,50.0,0.0,7.55,64.62,0.72,26.47,0.38,33.33,0.23,0.06,10.68,70.28,0,,0,,0,0.0,0.0,0.0,,,0.97,,,0.0,0.0,0.0,0.0,0,0.0
116,T. Duffus,-9395,https://cdn5.wyscout.com/photos/players/public/g-9395_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4813_120x120.png,000000,England,"['England', 'Republic of Ireland']",Gloucester City,0,26,2498,Gloucester City,"['RCB', 'LCB']",27.0,2024-06-30,2,1.35,0,0.4,20.68,64.81,right,186,64,False,11.39,7.28,78.22,6.85,59.47,0.5,0.69,0.68,5.19,7.08,0.83,5,0.18,0,0.0,0.61,0.07,2,0.07,0.05,2,0.07,10,0.36,40.0,20.0,0.0,0.22,33.33,0.18,40.0,0.04,0.0,0.04,0.5,71.43,2.49,53.62,0.68,0.61,0.07,10.74,0.04,1.3,24.46,70.25,12.68,54.83,2.81,93.59,6.45,85.47,19.17,78.76,5.08,39.72,21.35,35.69,0.01,0.11,0.0,0.0,0.04,100.0,0.04,3.6,44.0,0.47,30.77,0.11,100.0,0.14,0.07,6.27,48.28,0,,0,,0,0.0,0.0,0.0,,,1.91,,,0.0,0.0,0.0,0.0,0,0.0
117,M. Poscha,338057,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g9100_120x120.png,000000,England,['England'],Curzon Ashton,0,39,3747,Curzon Ashton,"['RCB3', 'RCB']",27.0,2024-06-30,0,0.4,2,1.24,13.93,62.07,right,180,0,False,9.58,6.0,71.6,3.8,60.13,0.12,0.17,0.72,5.16,7.25,0.72,6,0.14,2,0.05,0.24,0.0,0,0.0,0.01,0,0.0,3,0.07,33.33,0.0,0.05,0.17,42.86,0.0,0.0,0.14,50.0,0.0,0.29,50.0,1.51,38.1,0.17,1.39,0.24,29.02,0.77,0.46,46.91,81.87,22.77,70.68,2.47,93.2,17.53,94.11,37.93,90.31,8.82,46.32,23.17,41.11,0.03,0.19,0.0,0.05,0.05,0.0,0.07,8.74,62.09,0.67,35.71,0.53,31.82,0.26,0.07,10.86,71.9,1,,2,,0,50.0,0.61,0.01,,,1.47,,,0.02,0.0,0.0,0.0,0,0.0
118,S. Hamilton,357027,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4813_120x120.png,000000,England,['England'],Gloucester City,0,11,988,Gloucester City,"['RCB', 'CB']",28.0,,0,0.02,0,0.0,18.67,60.49,,0,0,False,9.84,4.74,76.92,8.02,56.82,0.36,0.52,0.55,5.83,8.35,0.73,2,0.18,0,0.0,0.36,0.0,0,0.0,0.0,0,0.0,1,0.09,0.0,0.0,0.0,0.18,50.0,0.0,0.0,0.18,50.0,0.0,0.36,75.0,1.73,52.63,0.18,0.46,0.0,12.94,0.27,1.37,26.51,69.42,15.85,58.62,1.64,94.44,7.01,89.61,18.49,78.33,7.83,48.84,24.83,37.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,43.33,0.91,30.0,0.27,66.67,0.46,0.09,7.01,66.23,0,,0,,0,0.0,0.0,0.0,,,1.46,,,0.0,0.0,0.0,0.09,0,0.0
119,G. Waring,394036,https://cdn5.wyscout.com/photos/players/public/g394036_100x130.png,https://cdn5.wyscout.com/photos/team/public/g9100_120x120.png,000000,England,['England'],Curzon Ashton,0,40,3646,Curzon Ashton,"['CB', 'CF']",29.0,2024-06-30,3,5.26,0,0.51,19.92,56.88,right,196,72,False,8.94,4.67,69.84,8.39,60.29,0.15,0.2,0.57,5.53,7.63,0.84,8,0.2,1,0.02,0.35,0.07,3,0.07,0.13,2,0.05,24,0.59,29.17,12.5,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.02,0.17,85.71,2.1,32.94,1.11,0.22,0.0,17.55,0.54,0.69,30.41,83.85,10.02,67.73,2.94,94.96,14.74,92.96,27.28,88.42,3.06,45.16,19.91,33.9,0.01,0.1,0.0,0.02,0.02,100.0,0.07,2.27,42.39,0.37,13.33,0.3,25.0,0.17,0.0,4.59,53.23,0,,0,,0,0.0,0.0,0.0,,,1.63,,,0.0,0.0,0.0,0.0,0,0.0
